domain,unicode,tags,price,description,for_sale,personal_store,auto_renew
qsld,,,444,qld sld,FALSE,FALSE,TRUE
quirioco,,,,,FALSE,FALSE,TRUE
qwipper,,,22,,TRUE,TRUE,TRUE
r8edu,,,44,,TRUE,TRUE,TRUE
r8eth,,,88,,TRUE,TRUE,TRUE
rainforesttours,,,22,,FALSE,FALSE,TRUE
raisedefi,,,22,,TRUE,TRUE,TRUE
rantize,,,22,,TRUE,TRUE,TRUE
raredrinks,,,22,,TRUE,TRUE,TRUE
rastamagic,,,33,,TRUE,TRUE,TRUE
ratetable,,,55,,TRUE,TRUE,TRUE
rched,,,33,,TRUE,TRUE,TRUE
readabl,,,111,,FALSE,FALSE,TRUE
rebelnomad,,,55,,TRUE,TRUE,TRUE
recipecart,,,22,,TRUE,TRUE,TRUE
recorrio,,,333,"ES 'toured, verb: travel, walk, tour'",TRUE,TRUE,TRUE
reedah,,,22,,TRUE,TRUE,TRUE
reeferparadise,,,22,,TRUE,TRUE,TRUE
regularira,,,22,PT 'regular' | ES 'regularize',TRUE,TRUE,TRUE
rememe,,,555,,TRUE,TRUE,TRUE
rentboards,,,22,,FALSE,FALSE,TRUE
rerolle,,,22,,TRUE,TRUE,TRUE
resourcio,,,55,,TRUE,TRUE,TRUE
respondwell,,,11,,TRUE,TRUE,TRUE
retiredguy,,,22,,TRUE,TRUE,TRUE
returnbest,,,22,,TRUE,TRUE,TRUE
retyped,,,100,"Whether it be re-styled, or put in a new format some other way, this would seem a most useful name.",TRUE,TRUE,TRUE
reunionnft,,,22,,TRUE,TRUE,TRUE
reusedefi,,,22,,TRUE,TRUE,TRUE
rhymetime,,,55,,TRUE,TRUE,TRUE
ribx,,,11,,TRUE,TRUE,TRUE
ridedragon,,,22,,TRUE,TRUE,TRUE
ripz,,,11,,FALSE,FALSE,TRUE
rob-u,,,55,,TRUE,TRUE,TRUE
robocosmic,,,22,,TRUE,TRUE,TRUE
romanroad,,,77,,TRUE,TRUE,TRUE
rommany,,,99,,TRUE,TRUE,TRUE
rotaitalia,,,22,Rota Italia,TRUE,TRUE,TRUE
rrbt,,,444,,TRUE,TRUE,TRUE
rugbycamp,,,22,,TRUE,TRUE,TRUE
rugminter,,,11,,TRUE,TRUE,TRUE
rugowner,,,22,,TRUE,TRUE,TRUE
ruincrypto,,,22,,TRUE,TRUE,TRUE
runeditor,,,33,,TRUE,TRUE,TRUE
runtofthelitter,,,22,,TRUE,TRUE,TRUE
ruzhdi,,,44,Albanian 'Rushdie' [https://en.wikipedia.org/wiki/Salman_Rushdie],TRUE,TRUE,TRUE
rylife,,,22,,TRUE,TRUE,TRUE
ryoc,,,444,Rule\Run Your Own Country | Roll Your Own Candy\Cigarettes,TRUE,TRUE,TRUE
ryougae,,,222,,TRUE,TRUE,TRUE
s-e-l-l,,,777,,TRUE,TRUE,TRUE
s3cr3tz,,,44,,TRUE,TRUE,TRUE
sablayan,,,22,"officially the Municipality of Sablayan, is a 1st class municipality in the province of Occidental Mindoro, Philippines.",TRUE,TRUE,TRUE
sadguide,,,11,,TRUE,TRUE,TRUE
sagepunk,,,22,,TRUE,TRUE,TRUE
salespipe,,,222,,TRUE,TRUE,TRUE
salesweb,,,222,,TRUE,TRUE,TRUE
salezy,,,77,,TRUE,TRUE,TRUE
saluh,,,22,,TRUE,TRUE,TRUE
salutoria,,,22,IT 'salutary',TRUE,TRUE,TRUE
savagekingdom,,,22,,TRUE,TRUE,TRUE
sayut,,,55,,TRUE,TRUE,TRUE
sayy,,,444,,TRUE,TRUE,TRUE
schaerme,,,222,DE 'scare',TRUE,TRUE,TRUE
scoundrelly,,,22,,TRUE,TRUE,TRUE
searchya,,,22,,TRUE,TRUE,TRUE
secretspot,,,888,,TRUE,TRUE,TRUE
segonds,,,22,,TRUE,TRUE,TRUE
seisan,,,111,,TRUE,TRUE,TRUE
selfexpert,,,44,,TRUE,TRUE,TRUE
sensexoracle,,,22,,TRUE,TRUE,TRUE
seochecker,,,201,,TRUE,TRUE,TRUE
seoguy,,,222,,TRUE,TRUE,TRUE
seooptimise,,,55,,TRUE,TRUE,TRUE
seospy,,,55,,TRUE,TRUE,TRUE
seosy,,,55,,TRUE,TRUE,TRUE
seperate,,,222,mis-spall 'separate',TRUE,TRUE,TRUE
serbis,,,22,,TRUE,TRUE,TRUE
seriouspizza,,,55,,TRUE,TRUE,TRUE
setcamera,,,22,,TRUE,TRUE,TRUE
sewah,,,22,,TRUE,TRUE,TRUE
sh1ts,,,555,,TRUE,TRUE,TRUE
shakendip,,,22,,TRUE,TRUE,TRUE
shamcenter,,,22,,TRUE,TRUE,TRUE
shedcar,,,222,,TRUE,TRUE,TRUE
shev,,,444,,TRUE,TRUE,TRUE
shif,,,444,,TRUE,TRUE,TRUE
shitheap,,,222,,TRUE,TRUE,TRUE
shopdaily,,,555,,TRUE,TRUE,TRUE
shopgamer,,,22,,TRUE,TRUE,TRUE
shopreturn,,,22,,TRUE,TRUE,TRUE
showcat,,,222,,TRUE,TRUE,TRUE
showing-off,,,55,,TRUE,TRUE,TRUE
siguret,,,22,,TRUE,TRUE,TRUE
sikpur,,,44,,TRUE,TRUE,TRUE
silkcotton,,,11,,TRUE,TRUE,TRUE
silonft,,,22,,TRUE,TRUE,TRUE
simfile,,,22,,TRUE,TRUE,TRUE
simplefurniture,,,22,,TRUE,TRUE,TRUE
sirgas,,,22,,TRUE,TRUE,TRUE
sirwish,,,22,,TRUE,TRUE,TRUE
sitalone,,,22,,TRUE,TRUE,TRUE
siteologist,,,22,,TRUE,TRUE,TRUE
sitesite,,,111,the.sitesite,TRUE,TRUE,TRUE
skichains,,,99,,TRUE,TRUE,TRUE
slamfun,,,22,,TRUE,TRUE,TRUE
slangular,,,22,,TRUE,TRUE,TRUE
slogwood,,,22,,TRUE,TRUE,TRUE
slowtravel,,,1111,,TRUE,TRUE,TRUE
slybris,,,22,,TRUE,TRUE,TRUE
smallwhale,,,333,,TRUE,TRUE,TRUE
smarthing,,,444,,TRUE,TRUE,TRUE
smartswag,,,33,,TRUE,TRUE,TRUE
smash-the-bat,,,22,,TRUE,TRUE,TRUE
smilesdebit,,,11,,TRUE,TRUE,TRUE
smileyapp,,,55,,TRUE,TRUE,TRUE
smokedaddy,,,22,,TRUE,TRUE,TRUE
sname,,,555,,TRUE,TRUE,TRUE
snowboardhire,,,22,,TRUE,TRUE,TRUE
snowbrand,,,22,,TRUE,TRUE,TRUE
snrz,,,444,,TRUE,TRUE,TRUE
snse,,,444,,TRUE,TRUE,TRUE
sokolice,,,55,Croatian falcons,TRUE,TRUE,TRUE
solaje,,,111,ES solace,TRUE,TRUE,TRUE
solardeity,,,33,,TRUE,TRUE,TRUE
solhus,,,555,Nordic\Scandanavian 'solar house',TRUE,TRUE,TRUE
solici,,,222,ES 'I requested',TRUE,TRUE,TRUE
sorde,,,111,IT deaf,TRUE,TRUE,TRUE
sosici,,,111,SOS ici FR - 'Help here!' .. ALSO a place in Croatia,TRUE,TRUE,TRUE
soundgem,,,55,,TRUE,TRUE,TRUE
space1999,,,444,,TRUE,TRUE,TRUE
spacecraft-shop,,,11,,TRUE,TRUE,TRUE
spacemanyang,,,22,,TRUE,TRUE,TRUE
spacexstock,,,55,,TRUE,TRUE,TRUE
spamsite,,,55,,TRUE,TRUE,TRUE
spanici,,,111,IT spanic,TRUE,TRUE,TRUE
spanishdelight,,,22,,TRUE,TRUE,TRUE
spasovnica,,,22,BU lifeguard,TRUE,TRUE,TRUE
specialart,,,33,,TRUE,TRUE,TRUE
specialdish,,,111,,TRUE,TRUE,TRUE
spellmaster,,,222,,TRUE,TRUE,TRUE
sping,,,22,,TRUE,TRUE,TRUE
sportcritic,,,222,,TRUE,TRUE,TRUE
spraca,,,22,PO runs back,TRUE,TRUE,TRUE
spreca,,,22,IT 'wastes',TRUE,TRUE,TRUE
spued,,,111,spewed,TRUE,TRUE,TRUE
srebrnica,,,111,https://en.wikipedia.org/wiki/Srebrenica,TRUE,TRUE,TRUE
srebrnik,,,22,Slovenian silver,TRUE,TRUE,TRUE
srednje,,,22,Slovenian 'medium',TRUE,TRUE,TRUE
staffmail,,,33,,TRUE,TRUE,TRUE
staffpower,,,33,,TRUE,TRUE,TRUE
stalkia,,,11,,TRUE,TRUE,TRUE
stardiets,,,55,,TRUE,TRUE,TRUE
stargod,,,111,,TRUE,TRUE,TRUE
starmoves,,,44,,TRUE,TRUE,TRUE
startdomain,,,33,,TRUE,TRUE,TRUE
starttravel,,,11,,TRUE,TRUE,TRUE
startyourblockchain,,,55,,TRUE,TRUE,TRUE
statcorner,,,22,,TRUE,TRUE,TRUE
stirpiculturist,,,22,One who devotes themself to the improvement of the breed or stock in animals,TRUE,TRUE,TRUE
stoicslime,,,55,,TRUE,TRUE,TRUE
stonercards,,,22,,TRUE,TRUE,TRUE
stonerpal,,,22,,TRUE,TRUE,TRUE
stonerplay,,,22,,TRUE,TRUE,TRUE
stonerstickers,,,33,,TRUE,TRUE,TRUE
stonetype,,,22,,TRUE,TRUE,TRUE
stoptrafficking,,,22,,TRUE,TRUE,TRUE
subworx,,,22,,TRUE,TRUE,TRUE
sucy-en-brie,,,11,https://en.wikipedia.org/wiki/Sucy-en-Brie,TRUE,TRUE,TRUE
sumjet,,,55,some jet .. pick your airline [and its cost] !,TRUE,TRUE,TRUE
sunrisehns,,,456,For all things new in Handshake.......,TRUE,TRUE,TRUE
sunrub,,,55,,TRUE,TRUE,TRUE
sunseason,,,22,,TRUE,TRUE,TRUE
sunsetride,,,33,,FALSE,FALSE,TRUE
sunsout,,,,,FALSE,FALSE,TRUE
supernovaremnant,,,22,,TRUE,TRUE,TRUE
superscalar,,,44,,TRUE,TRUE,TRUE
supersquid,,,22,,TRUE,TRUE,TRUE
surfas,,,888,,TRUE,TRUE,TRUE
surfpismo,,,11,,TRUE,TRUE,TRUE
surftips,,,55,,TRUE,TRUE,TRUE
surjan,,,55,phonetic 'surgeon',TRUE,TRUE,TRUE
suryayoga,,,55,,TRUE,TRUE,TRUE
sushiknife,,,33,,TRUE,TRUE,TRUE
sys-admin,,,111,,TRUE,TRUE,TRUE
systray,,,44,,TRUE,TRUE,TRUE
tablefor2,,,22,,TRUE,TRUE,TRUE
tablista,,,55,"ES 'surfer, windsurfer'",TRUE,TRUE,TRUE
tacoify,,,777,,TRUE,TRUE,TRUE
tacoverse,,,777,,TRUE,TRUE,TRUE
takestan,,,20,"Siadehan or Siaden, aka Takestan, is a city and capital of Takestan County, in Qazvin Province, Iran; literally means vineyard"".""",TRUE,TRUE,TRUE
tao-yin,,,33,,TRUE,TRUE,TRUE
tardan,,,11,,TRUE,TRUE,TRUE
targetbow,,,55,,TRUE,TRUE,TRUE
tastetomint,,,22,,TRUE,TRUE,TRUE
taxde,,,55,,TRUE,TRUE,TRUE
tdld,,,444,,TRUE,TRUE,TRUE
teachaid,,,22,,TRUE,TRUE,TRUE
teaorange,,,,,FALSE,FALSE,TRUE
technothink,,,22,techno-think | tech-no-think,TRUE,TRUE,TRUE
techxpert,,,55,,TRUE,TRUE,TRUE
tekko,,,333,,TRUE,TRUE,TRUE
tellsus,,,11,,TRUE,TRUE,TRUE
temptio,,,11,,TRUE,TRUE,TRUE
tentcampers,,,22,,FALSE,FALSE,TRUE
territoriums,,,55,plural - The land around or within the boundaries of a town; territory [latin],TRUE,TRUE,TRUE
thatblockchain,,,22,,TRUE,TRUE,TRUE
theartofwriting,,,33,,TRUE,TRUE,TRUE
theeightfoldpath,,,111,,TRUE,TRUE,TRUE
theforks,,,123,If you really need to give a mate something special....!,TRUE,TRUE,TRUE
thegeekchic,,,22,,TRUE,TRUE,TRUE
thenbtc,,,333,,TRUE,TRUE,TRUE
theriez,,,33,,TRUE,TRUE,TRUE
theworldisawonderfulplace,,,55,,TRUE,TRUE,TRUE
thi.sname,,,,t-,FALSE,FALSE,FALSE
thingtrade,,,22,,TRUE,TRUE,TRUE
thiscanbeseen,,,11,,TRUE,TRUE,TRUE
thousandsuns,,,22,,TRUE,TRUE,TRUE
thrillbox,,,22,,TRUE,TRUE,TRUE
thunder-god,,,11,,TRUE,TRUE,TRUE
tiedyes,,,55,,TRUE,TRUE,TRUE
tiemekangaroodown,,,22,,FALSE,FALSE,TRUE
tilava,,,22,FI 'spacious',TRUE,TRUE,TRUE
timarci,,,11,"located in Bosnia and Herzegovina about 102 mi (or 163 km) north-west of Sarajevo, the country's capital",TRUE,TRUE,TRUE
timelineapp,,,55,,TRUE,TRUE,TRUE
timofeji,,,9,,TRUE,TRUE,TRUE
tincanblues,,,22,,TRUE,TRUE,TRUE
tindwari,,,11,A Northern Indian town and a nagar panchayat (area transitioning from rural to urban) in Banda district in the state of Uttar Pradesh.,TRUE,TRUE,TRUE
tipure,,,11,,TRUE,TRUE,TRUE
tiskovac,,,22,"Czech 'printer' [OR .. a place is situated in Zadar-Knin, Croatia]",TRUE,TRUE,TRUE
titlebar,,,44,,TRUE,TRUE,TRUE
tkoin,,,111,tko [total knockout] coin,TRUE,TRUE,TRUE
tlid,,,444,4char 'Top-Level ID',TRUE,TRUE,TRUE
tobut,,,222,"to say 'but...' [OR.. Uzbek 'coffin' .. OR .. a populated place in the municipality of Lopare, Bosnia and Herzegovina]",TRUE,TRUE,TRUE
todaydate,,,55,,TRUE,TRUE,TRUE
token-wallet,,,111,,TRUE,TRUE,TRUE
toplot,,,22,,TRUE,TRUE,TRUE
torosbravos,,,111,Spanish Fighting Bull,TRUE,TRUE,TRUE
toskas,,,22,,TRUE,TRUE,TRUE
touchass,,,22,,TRUE,TRUE,TRUE
touchcat,,,44,,TRUE,TRUE,TRUE
touristmaps,,,4444,,TRUE,TRUE,TRUE
toxinfo,,,22,,TRUE,TRUE,TRUE
toysolar,,,22,,TRUE,TRUE,TRUE
tradebody,,,444,,TRUE,TRUE,TRUE
trans-action,,,222,,TRUE,TRUE,TRUE
transvests,,,22,,TRUE,TRUE,TRUE
trappists,,,44,,FALSE,FALSE,TRUE
trashforce,,,33,,TRUE,TRUE,TRUE
travelfinds,,,22,,TRUE,TRUE,TRUE
travelzooz,,,22,,TRUE,TRUE,TRUE
traviezas,,,22,SP mischief,TRUE,TRUE,TRUE
treattrove,,,22,,TRUE,TRUE,TRUE
tribalsite,,,111,,TRUE,TRUE,TRUE
trickhorse,,,55,,TRUE,TRUE,TRUE
trigerd,,,111,,TRUE,TRUE,TRUE
trigolo,,,22,,TRUE,TRUE,TRUE
tro1,,,444,,TRUE,TRUE,TRUE
tronaut,,,22,,TRUE,TRUE,TRUE
trrz,,,444,,TRUE,TRUE,TRUE
truffledog,,,44,,TRUE,TRUE,TRUE
truffledoge,,,444,,TRUE,TRUE,TRUE
trufflepig,,,44,,TRUE,TRUE,TRUE
truistic,,,,,FALSE,FALSE,TRUE
trustate,,,222,,TRUE,TRUE,TRUE
tsmo,,,444,,TRUE,TRUE,TRUE
tsmr,,,444,,TRUE,TRUE,TRUE
tsmy,,,444,,TRUE,TRUE,TRUE
tufanganj,,,11,An Eastern Indian city and a municipality of Cooch Behar district in the state of West Bengal.,TRUE,TRUE,TRUE
turfcutter,,,22,,TRUE,TRUE,TRUE
tvea,,,444,,TRUE,TRUE,TRUE
tvem,,,444,,TRUE,TRUE,TRUE
tvew,,,444,,TRUE,TRUE,TRUE
tvlaw,,,11,,TRUE,TRUE,TRUE
tvpool,,,22,,TRUE,TRUE,TRUE
tweenparty,,,22,,TRUE,TRUE,TRUE
twitwise,,,22,,TRUE,TRUE,TRUE
twobob,,,22,,TRUE,TRUE,TRUE
twoboss,,,22,,TRUE,TRUE,TRUE
twofanatics,,,22,,TRUE,TRUE,TRUE
twoloan,,,22,,TRUE,TRUE,TRUE
tyob,,,444,,TRUE,TRUE,TRUE
typecasting,,,444,,TRUE,TRUE,TRUE
u-rob,,,55,,TRUE,TRUE,TRUE
ubjw,,,444,You BE JW,TRUE,TRUE,TRUE
ucorps,,,222,,TRUE,TRUE,TRUE
ucubit,,,22,,TRUE,TRUE,TRUE
uddl,,,444,p.uddl/ | m.uddl/ | bef.uddle/ | c.uddl/ | h.uddl/,TRUE,TRUE,TRUE
uggb,,,444,,TRUE,TRUE,TRUE
uhnsi,,,22,,TRUE,TRUE,TRUE
uimenu,,,22,,TRUE,TRUE,TRUE
understars,,,22,,TRUE,TRUE,TRUE
uneidlich,,,22,,TRUE,TRUE,TRUE
unh-unh,,,11,,TRUE,TRUE,TRUE
unhodl,,,111,,TRUE,TRUE,TRUE
unialfa,,,22,,TRUE,TRUE,TRUE
unicornsnot,,,11,,TRUE,TRUE,TRUE
uniquecapital,,,22,,TRUE,TRUE,TRUE
universalearning,,,444,,TRUE,TRUE,TRUE
unlipped,,,22,,TRUE,TRUE,TRUE
unmoated,,,22,,TRUE,TRUE,TRUE
unnel,,,33,f.unnel | t.unnel | ch.unnel | ipt.unnel | g.unnel,TRUE,TRUE,TRUE
unosquare,,,22,,TRUE,TRUE,TRUE
up-skill,,,444,,TRUE,TRUE,TRUE
upload69,,,33,,TRUE,TRUE,TRUE
urbanforum,,,22,,TRUE,TRUE,TRUE
uri30,,,15,"Uniform Resource Identifier | URI-30 Bladder control,Stops Urges,Frequent Urination,Homeopathic Pills.Urinary Incontinence",TRUE,TRUE,TRUE
usahere,,,55,,TRUE,TRUE,TRUE
usdsos,,,22,US Dollar (USD) \ Somali Shilling (SOS) [Notation],TRUE,TRUE,TRUE
usertrade,,,22,,TRUE,TRUE,TRUE
usualcrypto,,,22,,TRUE,TRUE,TRUE
usualstory,,,111,,TRUE,TRUE,TRUE
utkur,,,11,,TRUE,TRUE,TRUE
v101,,,444,,TRUE,TRUE,TRUE
vaccinedesk,,,22,,TRUE,TRUE,TRUE
vapenight,,,55,,TRUE,TRUE,TRUE
vextreme,,,22,,TRUE,TRUE,TRUE
vhnsi,,,22,,TRUE,TRUE,TRUE
villagemart,,,66,,TRUE,TRUE,TRUE
voicewords,,,55,,TRUE,TRUE,TRUE
voidnft,,,22,,TRUE,TRUE,TRUE
vorgeschlagen,,,22,"DE verb:\n suggest, propose, put forward, nominate, propound",TRUE,TRUE,TRUE
vrdrift,,,222,,TRUE,TRUE,TRUE
vsjpqasq6hn5bckx6ptohyhf54virvpbi4577ra6fumq4ri7mrca,,,,,FALSE,FALSE,FALSE
vuec,,,44,,TRUE,TRUE,TRUE
vulpmes,,,22,,TRUE,TRUE,TRUE
w3belf,,,33,,TRUE,TRUE,TRUE
waben,,,88,DE honeycomb,TRUE,TRUE,TRUE
wafflings,,,22,,TRUE,TRUE,TRUE
walkwin,,,22,,TRUE,TRUE,TRUE
walllaw,,,44,,TRUE,TRUE,TRUE
warw,,,1234,,TRUE,TRUE,TRUE
waytask,,,22,,TRUE,TRUE,TRUE
wayy,,,444,,TRUE,TRUE,TRUE
wealthworx,,,22,,TRUE,TRUE,TRUE
web3dot0,,,77,,TRUE,TRUE,TRUE
webfintech,,,68,,TRUE,TRUE,TRUE
webjames,,,33,,TRUE,TRUE,TRUE
webmeal,,,22,,TRUE,TRUE,TRUE
webpager,,,111,,TRUE,TRUE,TRUE
weof,,,444,,TRUE,TRUE,TRUE
whackedout,,,22,,TRUE,TRUE,TRUE
wholegoods,,,111,,TRUE,TRUE,TRUE
wija,,,444,ouija [board],TRUE,TRUE,TRUE
wikimanual,,,222,,TRUE,TRUE,TRUE
wikimonks,,,11,,TRUE,TRUE,TRUE
wikisage,,,22,,TRUE,TRUE,TRUE
wildcaughtfish,,,555,,TRUE,TRUE,TRUE
wildfermentation,,,111,,TRUE,TRUE,TRUE
wildflowrs,,,22,,TRUE,TRUE,TRUE
wildnite,,,55,,TRUE,TRUE,TRUE
wildplaces,,,111,,TRUE,TRUE,TRUE
wildwallaby,,,222,,FALSE,FALSE,TRUE
windandsun,,,33,,FALSE,FALSE,TRUE
windhide,,,22,,TRUE,TRUE,TRUE
windivo,,,22,,TRUE,TRUE,TRUE
windoors,,,111,,TRUE,TRUE,TRUE
windowr,,,111,,TRUE,TRUE,TRUE
wineideal,,,44,,TRUE,TRUE,TRUE
winnerlife,,,33,,TRUE,TRUE,TRUE
wivestales,,,55,,TRUE,TRUE,TRUE
wokegeek,,,55,,TRUE,TRUE,TRUE
wondah,,,22,,TRUE,TRUE,TRUE
word-for-word,,,33,,TRUE,TRUE,TRUE
worksolid,,,33,,TRUE,TRUE,TRUE
worldbirth,,,22,,TRUE,TRUE,TRUE
worldtrail,,,22,,TRUE,TRUE,TRUE
wvim,,,444,,TRUE,TRUE,TRUE
ww2gear,,,22,,TRUE,TRUE,TRUE
wyciwyg,,,22,,TRUE,TRUE,TRUE
xbbq,,,555,,TRUE,TRUE,TRUE
xdag,,,444,,TRUE,TRUE,TRUE
xehn,,,444,,TRUE,TRUE,TRUE
xempted,,,22,,TRUE,TRUE,TRUE
xhack,,,222,,TRUE,TRUE,TRUE
xleg,,,444,4char 'cross-leg',TRUE,TRUE,TRUE
xn--00w46q,浮白,PUNY_IDNA,333,CH\ZH ‘white’,TRUE,TRUE,TRUE
xn--0p9hyl,🤘🧔,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--0q8hpj,🔊👲,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--0q8hqj,👲🔊,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--0s8ha884a,💸🤝💸,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--0t8hb,📜📛,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--11bo3d2c1c,क्रीज,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--11bug7bu8bwg8ang,स्केटबोर्ड,PUNY_IDNA,555,Hindi 'Skateboard',TRUE,TRUE,TRUE
xn--15q26v,全季,PUNY_IDNA,1234,CH\ZH ‘all seasons’,TRUE,TRUE,TRUE
xn--1o8h04g,🐭🧚,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--1o8hr6a,😶🐭,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--1o8hs6a,🐭😶,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--1o8ht2f,🤗🐭,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--1o8hu2f,🐭🤗,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--1o8hz4g,🧚🐭,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--1q8hnj,🔊👳,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--1q8hoj,👳🔊,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--1ug1455p8fa,💕👏,"PUNY_ALT,PUNY_INVALID",,,FALSE,FALSE,TRUE
xn--1ug1455p9fa,👏💕,"PUNY_ALT,PUNY_INVALID",,,FALSE,FALSE,TRUE
xn--24x,狅,PUNY_IDNA,8888,CH/ZH 'mad',TRUE,TRUE,TRUE
xn--26hwd1683fba,♻️⚛️,PUNY_ALT,,,FALSE,FALSE,TRUE
xn--2me,ᕤ,PUNY_IDNA,55555,,FALSE,FALSE,TRUE
xn--2p8h3c,💀👑,PUNY_IDNA,111,IDNA skull crown,TRUE,TRUE,TRUE
xn--2p8h3cy7m,💀🤝👑,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--2p8h4c,👑💀,PUNY_IDNA,111,IDNA crown skull,TRUE,TRUE,TRUE
xn--2p8h50f,🤡👑,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--2p8h96f,🦃👑,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--2p8hhf,💥👑,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--2p8hjl,🔆👑,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--2p8hnb29a,👨🔬👑,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--2p8hpby7a,👩🔬👑,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--2p8htq,🕛👑,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--2w2b155a,차르,PUNY_IDNA,,KO ‘tsar’,FALSE,FALSE,TRUE
xn--3bs63j2w3c,团小课,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--3k8h1a,🎱🎣,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--3n1b4fa743m,도도덱스,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--43h4080o,☔😍,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--45q11cm41a,八卦掌,PUNY_IDNA,,CH/ZH 'Baguazhang',FALSE,FALSE,TRUE
xn--45qa42l6w6e,八百八十,PUNY_IDNA,880,CH\ZH ‘880’,TRUE,TRUE,TRUE
xn--45qqoj7c44m,八分君子,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--45qu04cprp,紅八月,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--4dbagida3all0j,ארכאולוגיה,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--4gq537o9vbc6b,驼一阵风,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--4gqra70b,三二一,PUNY_IDNA,3210,CH\ZH ‘3 2 1’,TRUE,TRUE,TRUE
xn--4gqu4ltz1b,一程又,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--4kqw3e63mcrc,公安二师,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--4qsveow,姜大声,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--53h0179n6wabe48i,🐝☕👀🚀🌑,PUNY_IDNA,22,-bee-tea-see-rocket-moon-,TRUE,TRUE,TRUE
xn--53tu51j,长征,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--55q5d944a,公安军,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--57h0579n,⚡🎹,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--57h4771o,⚡🥁,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--5biy519m,😂✊,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--5gqr5yss2a,丁大米,PUNY_IDNA,222,CH\ZH 'ding rice',TRUE,TRUE,TRUE
xn--5k8h7s,📖🎥,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--5p9hga,🤝🤠,PUNY_IDNA,111,IDNA handshake cowboy,TRUE,TRUE,TRUE
xn--5p9hia,🤝🤡,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--5suv74k,拉麵,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--64h4989n,☹🎵,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--64h4989nca,☹🎶🎵,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--64h4989nda,☹🎵🎶,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--64hx850o,🖕☹,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--69qa8270d,龙凹凹,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--6bi2648mkbaa,✋🏿🐎🐎,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--6bi2648mteaa,✋🏿🐴🐴,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--6biz918m1uabaa,🐦✋🐦🐦🌳,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--75gy1u,❤↔,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--7biw910n,🤏✌,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--7o8hd,🐵🐳,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--80aab1b7ctb,бацька,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--80aab1h,баща,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--80aag,аав,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--80aal6bi,падар,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--80aaq9bh,ужаса,PUNY_IDNA,,,FALSE,FALSE,TRUE
