domain,price,description,for_sale,personal_store,auto_renew
"chakratala",22,"small cymbals",FALSE,TRUE,TRUE
"cantori",555,"IT 'singers'",FALSE,TRUE,TRUE
"chinarati",888,,FALSE,TRUE,TRUE
"carbonita",111,"ES 'carbonite'",FALSE,TRUE,TRUE
"damerchar",11,,FALSE,TRUE,TRUE
"chausi",44,"chausi [or chausie] is a cross between a domestic cat and another non-Felis silvestris, the jungle cat found in Asia",FALSE,TRUE,TRUE
"deodasa",22,"PT 'toothy'",FALSE,TRUE,TRUE
"choffee",333,,FALSE,TRUE,TRUE
"domany",44,"do many",FALSE,TRUE,TRUE
"bychikha",22,,FALSE,TRUE,TRUE
"damaoil",22,"Scots Gaelic 'damages'",FALSE,TRUE,TRUE
"chakrapara",22,"ES chakra 'to\for'",FALSE,TRUE,TRUE
"bushmin",22,,FALSE,TRUE,TRUE
"domoslave",44,"house [Esperanto] slave",FALSE,TRUE,TRUE
"bungenie",22,,FALSE,TRUE,TRUE
"buzinanbi",11,"PT 'horn horn'",FALSE,TRUE,TRUE
"buzingo",22,"PT 'horn'",FALSE,TRUE,TRUE
"bet-wins",22,,FALSE,TRUE,TRUE
"xn--fiq86kg7ekzk",,,FALSE,TRUE,TRUE
"xn--80aab1b7ctb",,,FALSE,TRUE,TRUE
"xn--9hcd8cb",,,FALSE,TRUE,TRUE
"xn--e2b8ah9b",,,FALSE,TRUE,TRUE
"xn--80aag",,,FALSE,TRUE,TRUE
"xn--tat-cpa",,,FALSE,TRUE,TRUE
"xn--oidg6c1h",,,FALSE,TRUE,TRUE
"xn--tvas-vva",,,FALSE,TRUE,TRUE
"xn--goc6dh4c1dzd",,,FALSE,TRUE,TRUE
"xn--80aal6bi",,,FALSE,TRUE,TRUE
"xn--80ab2aqs4d",,,FALSE,TRUE,TRUE
"10100111001",7331,"binary of 1337 decimal [leet = elite]",FALSE,TRUE,TRUE
"xn--mgbpbq3ib",,,FALSE,TRUE,TRUE
"xn--rlcal3kxa",,,FALSE,TRUE,TRUE
"xn--makuakne-m7a",,,FALSE,TRUE,TRUE
"xn--ixahb1dhnd",,,FALSE,TRUE,TRUE
"xn--uvc6bd3rpi",,,FALSE,TRUE,TRUE
"rememe",555,,FALSE,TRUE,TRUE
"budslaw",22,,FALSE,TRUE,TRUE
"xn--z38hde",,,FALSE,TRUE,TRUE
"dolea",2222,"ES 'it hurts'",FALSE,TRUE,TRUE
"xn--9n8hpt",,,FALSE,TRUE,TRUE
"eculture",333,,FALSE,TRUE,TRUE
"emilitary",333,,FALSE,TRUE,TRUE
"xn--2p8h96f",,,FALSE,TRUE,TRUE
"xn--rn8h7e",,,FALSE,TRUE,TRUE
"xn--2p8hhf",,,FALSE,TRUE,TRUE
"ourspring",22.22,,FALSE,TRUE,TRUE
"exportsy",11,,FALSE,TRUE,TRUE
"cheaptutor",22.22,,FALSE,TRUE,TRUE
"guruforum",22.22,,FALSE,TRUE,TRUE
"toysolar",22.22,,FALSE,TRUE,TRUE
"xn--2p8hjl",,,FALSE,TRUE,TRUE
"xn--2p8htq",,,FALSE,TRUE,TRUE
"temptio",11,,FALSE,TRUE,TRUE
"stalkia",11,,FALSE,TRUE,TRUE
"gurupost",22.22,,FALSE,TRUE,TRUE
"xn--1q8hoj",,,FALSE,TRUE,TRUE
"xn--1q8hnj",,,FALSE,TRUE,TRUE
"xn--0q8hpj",,,FALSE,TRUE,TRUE
"xn--0q8hqj",,,FALSE,TRUE,TRUE
"robocosmic",22.22,,FALSE,TRUE,TRUE
"sablayan",22,"officially the Municipality of Sablayan, is a 1st class municipality in the province of Occidental Mindoro, Philippines.",FALSE,TRUE,TRUE
"xn--dv8h16e",,,FALSE,TRUE,TRUE
"shopgamer",22.22,,FALSE,TRUE,TRUE
"xn--2p8hnb29a",,,FALSE,TRUE,TRUE
"xn--2p8hpby7a",,,FALSE,TRUE,TRUE
"hitcharide",11,,FALSE,TRUE,TRUE
"sikpur",44,,FALSE,TRUE,TRUE
"hetviswater",11,"Dutch 'the fishing water'",FALSE,TRUE,TRUE
"rotaitalia",22,"Rota Italia",FALSE,TRUE,TRUE
"xn--dv8hj8e",,,FALSE,TRUE,TRUE
"xn--dv8hk8e",,,FALSE,TRUE,TRUE
"xn--mm8het",,,FALSE,TRUE,TRUE
"xn--kg8hm6a",,,FALSE,TRUE,TRUE
"0level",55,,FALSE,TRUE,TRUE
"hetven",11,"HU 'seventy'",FALSE,TRUE,TRUE
"hetvenne",11,"HU 'seventies'",FALSE,TRUE,TRUE
"hetvischwater",11,"Dutch 'the fishing water'",FALSE,TRUE,TRUE
"netclown",22.22,,FALSE,TRUE,TRUE
"unialfa",22.22,,FALSE,TRUE,TRUE
"hazardnews",22.22,,FALSE,TRUE,TRUE
"earthdeck",22.22,,FALSE,TRUE,TRUE
"jpgking",123,,FALSE,TRUE,TRUE
"cryptotaoist",333,,FALSE,TRUE,TRUE
"daory",222,,FALSE,TRUE,TRUE
"villagemart",66,,FALSE,TRUE,TRUE
"wikimonks",11,,FALSE,TRUE,TRUE
"cryptmonk",111,,FALSE,TRUE,TRUE
"kanggaru",555,"Malay 'kangaroo'",FALSE,TRUE,TRUE
"kihk",444.44,kick,FALSE,TRUE,TRUE
"apktech",111,,FALSE,TRUE,TRUE
"xn--cjzu29a3zn",,,FALSE,TRUE,TRUE
"xn--fhq102n",,,FALSE,TRUE,TRUE
"herba-life",55,,FALSE,TRUE,TRUE
"upload69",33,,FALSE,TRUE,TRUE
"mynfteam",55,,FALSE,TRUE,TRUE
"xn--ug8h89h",,,FALSE,TRUE,TRUE
"xn--ug8h80h",,,FALSE,TRUE,TRUE
"xn--ug8h82h",,,FALSE,TRUE,TRUE
"inertianft",33,,FALSE,TRUE,TRUE
"0x00club",222,,FALSE,TRUE,TRUE
"cyez",444.44,"cyber-easy | sighs",FALSE,TRUE,TRUE
"cyok",444.44,"cyber is good!",FALSE,TRUE,TRUE
"tekko",333,,FALSE,TRUE,TRUE
"cyup",444.44,cyber-up,FALSE,TRUE,TRUE
"byiv",444.44,"by intravenous | In Vitro | _many_ [https://acronyms.thefreedictionary.com/IV]",FALSE,TRUE,TRUE
"geekle",222,,FALSE,TRUE,TRUE
"maskdoge",555,,FALSE,TRUE,TRUE
"xn--mgbpl1fsa",,,FALSE,TRUE,TRUE
"aac1",111,,FALSE,TRUE,TRUE
"adu0",111,"a Duo",FALSE,TRUE,TRUE
"afo0",111,"a Foo was 'ere :-)",FALSE,TRUE,TRUE
"adh4",111,"Of course, anyone ADHD will hav realised the fourth letter is 'D' lol :-) !",FALSE,TRUE,TRUE
"fruitandveg",111,,FALSE,TRUE,TRUE
"fishingonthechain",22,,FALSE,TRUE,TRUE
"timofeji",9,,FALSE,TRUE,TRUE
"surfas",888,,FALSE,TRUE,TRUE
"00no",222,"oooohh nooo...!\n Get https://www.namebase.io/domains/onoo too!",FALSE,TRUE,TRUE
"xn--4dbagida3all0j",,,FALSE,TRUE,TRUE
"tacoverse",777,,FALSE,TRUE,TRUE
"tacoify",777,,FALSE,TRUE,TRUE
"space1999",444,,FALSE,TRUE,TRUE
"instagranny",44,,FALSE,TRUE,TRUE
"xn--43h4080o",,,FALSE,TRUE,TRUE
"xn--n3h9280o",,,FALSE,TRUE,TRUE
"xn--98h2529m",,,FALSE,TRUE,TRUE
"xn--p28hx9c",,,FALSE,TRUE,TRUE
"noob21",11,,FALSE,TRUE,TRUE
"web3dot0",77,,FALSE,TRUE,TRUE
"instagranddad",44,,FALSE,TRUE,TRUE
"spued",111,spewed,FALSE,TRUE,TRUE
"darknet22",11,,FALSE,TRUE,TRUE
"xn--tu8hiu",,,FALSE,TRUE,TRUE
"xn--cr8hth",,,FALSE,TRUE,TRUE
"xn--h4hx930o",,,FALSE,TRUE,TRUE
"xn--tu8h40e",,,FALSE,TRUE,TRUE
"noob22",11,,FALSE,TRUE,TRUE
"xn--3n1b4fa743m",,,FALSE,TRUE,TRUE
"xn--ug8h03h",,,FALSE,TRUE,TRUE
"xn--ug8h71h",,,FALSE,TRUE,TRUE
"moongoat",888,"Gone to the Moon as Greatest Of All Time !!",FALSE,TRUE,TRUE
"wija",444.44,"ouija [board]",FALSE,TRUE,TRUE
"cyav",444.44,"cyber-audiovisual | Community Youth Against Violence",FALSE,TRUE,TRUE
"mmkm",444.44,,FALSE,TRUE,TRUE
"onoo",444.44,"oooohh nooo...!\n Get ttps://www.namebase.io/domains/00no too!",FALSE,TRUE,TRUE
"xn--ohm-e0c",,,FALSE,TRUE,TRUE
"lifeview",777,,FALSE,TRUE,TRUE
"xn--1o8hs6a",,,FALSE,TRUE,TRUE
"xn--1o8hr6a",,,FALSE,TRUE,TRUE
"xn--1o8h04g",,,FALSE,TRUE,TRUE
"xn--1o8hz4g",,,FALSE,TRUE,TRUE
"xn--fr8hsc",,,FALSE,TRUE,TRUE
"00zy",55,"ooozy :-) slime!",FALSE,TRUE,TRUE
"golfprodirectory",33.33,,FALSE,TRUE,TRUE
"xn--mgbc6cyb",,,FALSE,TRUE,TRUE
"nft169",11,,FALSE,TRUE,TRUE
"xn--m9h2678m",,,FALSE,TRUE,TRUE
"xn--75gy1u",,,FALSE,TRUE,TRUE
"xleg",444.44,"4char 'cross-leg'",FALSE,TRUE,TRUE
"xn--7o8hd",,,FALSE,TRUE,TRUE
"dunyasi",555,"Azerbaijani, Javanese, Kyrgyz, Malay, Sundanese, Swahili, Tajik, Turkish, Turkmen, Uzbek .. 'world [is]'",FALSE,TRUE,TRUE
"australianmuscle",555,,FALSE,TRUE,TRUE
"xn--zn8h52g",,,FALSE,TRUE,TRUE
"tlid",444.44,"4char 'Top-Level ID'",FALSE,TRUE,TRUE
"klib",444.44,,FALSE,TRUE,TRUE
"krif",444.44,,FALSE,TRUE,TRUE
"xn--ns8h02f",,,FALSE,TRUE,TRUE
"tyob",444.44,,FALSE,TRUE,TRUE
"dlem",444.44,"4char meld[rev]",FALSE,TRUE,TRUE
"wildplaces",111,,FALSE,TRUE,TRUE
"aussiemuscle",555,,FALSE,TRUE,TRUE
"hsuh",444.44,"4char hush[rev]",FALSE,TRUE,TRUE
"hsum",444.44,"4char mush[rev] -drive the dog-team backwards | Health Sciences University of Mongolia",FALSE,TRUE,TRUE
"dlim",444.44,,FALSE,TRUE,TRUE
"solhus",555,"Nordic\Scandanavian 'solar house'",FALSE,TRUE,TRUE
"xn--lodaogin3b",,,FALSE,TRUE,TRUE
"altcoinfans",44,,FALSE,TRUE,TRUE
"slamfun",22,,FALSE,TRUE,TRUE
"fuij",444.44,,FALSE,TRUE,TRUE
"xn--n8j9a9dug",,,FALSE,TRUE,TRUE
"liikunta",222,"Finnish noun: exercise, movement, physical education",FALSE,TRUE,TRUE
"ryoc",444.44,"Rule\Run Your Own Country | Roll Your Own Candy\Cigarettes",FALSE,TRUE,TRUE
"xn--0t8hb",,,FALSE,TRUE,TRUE
"onlyscam",55.55,,FALSE,TRUE,TRUE
"xn--1o8hu2f",,,FALSE,TRUE,TRUE
"darkbet",666,,FALSE,TRUE,TRUE
"s3cr3tz",44,,FALSE,TRUE,TRUE
"xn--88j6eta",,,FALSE,TRUE,TRUE
"xn--u8j9d",,,FALSE,TRUE,TRUE
"xn--1o8ht2f",,,FALSE,TRUE,TRUE
"darkchi",55.55,,FALSE,TRUE,TRUE
"nordsud",111.11,"FR 'north-south'",FALSE,TRUE,TRUE
"uhnsi",22.22,,FALSE,TRUE,TRUE
"phnsi",22.22,,FALSE,TRUE,TRUE
"mhnsi",22.22,,FALSE,TRUE,TRUE
"zhnsi",22,,FALSE,TRUE,TRUE
"khnsi",22.22,,FALSE,TRUE,TRUE
"galacticnode",111.11,,FALSE,TRUE,TRUE
"jhnsi",22.22,,FALSE,TRUE,TRUE
"vhnsi",22.22,,FALSE,TRUE,TRUE
"shif",444.44,,FALSE,TRUE,TRUE
"muskovite",33,,FALSE,TRUE,TRUE
"snrz",444.44,,FALSE,TRUE,TRUE
"snse",444.44,,FALSE,TRUE,TRUE
"shev",444.44,,FALSE,TRUE,TRUE
"smarthing",444,,FALSE,TRUE,TRUE
"hnsxai",222.22,,FALSE,TRUE,TRUE
"xn--gmqq18e",,,FALSE,TRUE,TRUE
"trustate",222.22,,FALSE,TRUE,TRUE
"xn--5suv74k",,,FALSE,TRUE,TRUE
"secretspot",888,,FALSE,TRUE,TRUE
"orgm",444.44,orgasm,FALSE,TRUE,TRUE
"kkno",444.44,,FALSE,TRUE,TRUE
"mfir",444.44,,FALSE,TRUE,TRUE
"mnab",444.44,,FALSE,TRUE,TRUE
"ijtv",444.44,"ijit tv [idiot tevevision]",FALSE,TRUE,TRUE
"xn--3k8h1a",,,FALSE,TRUE,TRUE
"xrpaustralia",22,,FALSE,TRUE,TRUE
"ephemerama",77,,FALSE,TRUE,TRUE
"espan",222,"[short Español] |Enhanced Switched Port Analyzer (Cisco) | Electronic and Small Press Authors' Network (Romance Writers of America)",FALSE,TRUE,TRUE
"xn--nm8h1t",,,FALSE,TRUE,TRUE
"asianeye",55,,FALSE,TRUE,TRUE
"ebbk",444.44,"big\fat ebook [or .. tide goes out a kay lol]",FALSE,TRUE,TRUE
"orgq",444.44,"orgy queue",FALSE,TRUE,TRUE
"xn--94qv64c",,,FALSE,TRUE,TRUE
"mylookout",11,,FALSE,TRUE,TRUE
"kvhz",444.44,"4char electrical notation [KiloVolt Hertz]",FALSE,TRUE,TRUE
"yphu",44,,FALSE,TRUE,TRUE
"sayy",444.44,,FALSE,TRUE,TRUE
"cilk",1234.56,,FALSE,TRUE,TRUE
"mmft",444.44,,FALSE,TRUE,TRUE
"moaj",444.44,,FALSE,TRUE,TRUE
"mbkf",444.44,,FALSE,TRUE,TRUE
"mrnu",444.44,,FALSE,TRUE,TRUE
"mxes",444.44,,FALSE,TRUE,TRUE
"mxfb",444.44,,FALSE,TRUE,TRUE
"mjob",444.44,,FALSE,TRUE,TRUE
"mjoe",444.44,,FALSE,TRUE,TRUE
"mjox",444.44,,FALSE,TRUE,TRUE
"mwho",444.44,,FALSE,TRUE,TRUE
"mdue",444.44,,FALSE,TRUE,TRUE
"mdud",444.44,,FALSE,TRUE,TRUE
"mgwu",444.44,,FALSE,TRUE,TRUE
"ynmi",44,,FALSE,TRUE,TRUE
"mnap",444.44,,FALSE,TRUE,TRUE
"icav",444.44,,FALSE,TRUE,TRUE
"melbourneit",222,,FALSE,TRUE,TRUE
"xn--ltr54y",,,FALSE,TRUE,TRUE
"xn--idk9b",,,FALSE,TRUE,TRUE
"isurgir",55,"PT 'arise'",FALSE,TRUE,TRUE
"meditateandbreathe",22.22,,FALSE,TRUE,TRUE
"buggerie",22.22,,FALSE,TRUE,TRUE
"zillionnaire",55,,FALSE,TRUE,TRUE
"aievolves",55.55,,FALSE,TRUE,TRUE
"tsmy",444.44,,FALSE,TRUE,TRUE
"tsmr",444.44,,FALSE,TRUE,TRUE
"pesk",444.44,,FALSE,TRUE,TRUE
"tvea",444.44,,FALSE,TRUE,TRUE
"trrz",444.44,,FALSE,TRUE,TRUE
"peuu",444.44,,FALSE,TRUE,TRUE
"tvew",444.44,,FALSE,TRUE,TRUE
"nftsgirl",33,,FALSE,TRUE,TRUE
"sh1ts",44,,FALSE,TRUE,TRUE
"tdld",444.44,,FALSE,TRUE,TRUE
"xn--nft-eza",,,FALSE,TRUE,TRUE
"tsmo",444,,FALSE,TRUE,TRUE
"rrbt",444.44,,FALSE,TRUE,TRUE
"tvem",444.44,,FALSE,TRUE,TRUE
"jond",444.44,,FALSE,TRUE,TRUE
"zvuu",44,,FALSE,TRUE,TRUE
"zxif",44,,FALSE,TRUE,TRUE
"ate88",888,,FALSE,TRUE,TRUE
"xn--look",,,FALSE,TRUE,TRUE
"xbbq",555.55,,FALSE,TRUE,TRUE
"xyji",44,,FALSE,TRUE,TRUE
"xehn",444.44,,FALSE,TRUE,TRUE
"hucx",1234,,FALSE,TRUE,TRUE
"nvyr",444.44,,FALSE,TRUE,TRUE
"qsks",444.44,"q asks .. asks questions",FALSE,TRUE,TRUE
"wayy",444.44,,FALSE,TRUE,TRUE
"xdag",444.44,,FALSE,TRUE,TRUE
"hamuk",99,"phonetic 'hammock'",FALSE,TRUE,TRUE
"oyic",444.44,,FALSE,TRUE,TRUE
"fomomofos",111,,FALSE,TRUE,TRUE
"catspaws",555,,FALSE,TRUE,TRUE
"xn--ss8hpz",,,FALSE,TRUE,TRUE
"smallwhale",333,,FALSE,TRUE,TRUE
"qsld",444.44,"qld sld",FALSE,TRUE,TRUE
"lookatmynft",25,,FALSE,TRUE,TRUE
"eurue",44,"List the things that the EU rue!",FALSE,TRUE,TRUE
"froots",333,[fruits],FALSE,TRUE,TRUE
"wikisage",22,,FALSE,TRUE,TRUE
"ubjw",444.44,"You BE JW",FALSE,TRUE,TRUE
"photofacts",222,,FALSE,TRUE,TRUE
"globallynomadic",22,,FALSE,TRUE,TRUE
"ehehe",44,,FALSE,TRUE,TRUE
"myaym",55,"my aim",FALSE,TRUE,TRUE
"weof",444.44,,FALSE,TRUE,TRUE
"xn--le5bt3b",,,FALSE,TRUE,TRUE
"nzhs",444.44,,FALSE,TRUE,TRUE
"photodojo",444,,FALSE,TRUE,TRUE
"nvem",444.44,"envy 'em",FALSE,TRUE,TRUE
"pedrose",69,,FALSE,TRUE,TRUE
"kiitana",69,,FALSE,TRUE,TRUE
"yoiu",44,,FALSE,TRUE,TRUE
"romanroad",77,,FALSE,TRUE,TRUE
"ziesar",22,,FALSE,TRUE,TRUE
"hongki",44,"phonetic 'honky'",FALSE,TRUE,TRUE
"ruzhdi",44,"Albanian 'Rushdie' [https://en.wikipedia.org/wiki/Salman_Rushdie]",FALSE,TRUE,TRUE
"gauni",44,"Swahili 'gown'",FALSE,TRUE,TRUE
"chainrek",22,,FALSE,TRUE,TRUE
"usdsos",22,"US Dollar (USD) \ Somali Shilling (SOS) [Notation]",FALSE,TRUE,TRUE
"pivt",444.44,,FALSE,TRUE,TRUE
"xn--85bhk3j",,,FALSE,TRUE,TRUE
"xn--r5b8b8bj",,,FALSE,TRUE,TRUE
"mufin",77,"phonetic 'muffin'",FALSE,TRUE,TRUE
"elmac",22,,FALSE,TRUE,TRUE
"greycos",22,,FALSE,TRUE,TRUE
"imrah",22,,FALSE,TRUE,TRUE
"festivalist",22,,FALSE,TRUE,TRUE
"utkur",11,,FALSE,TRUE,TRUE
"tincanblues",22,,FALSE,TRUE,TRUE
"herblot",22,,FALSE,TRUE,TRUE
"labyrinthos",22,,FALSE,TRUE,TRUE
"toskas",22,,FALSE,TRUE,TRUE
"serbis",22,,FALSE,TRUE,TRUE
"gohare",22,,FALSE,TRUE,TRUE
"reedah",22,,FALSE,TRUE,TRUE
"prayas",22,,FALSE,TRUE,TRUE
"majiko",22,,FALSE,TRUE,TRUE
"trigolo",22,,FALSE,TRUE,TRUE
"pritty",22,,FALSE,TRUE,TRUE
"funodd",22,,FALSE,TRUE,TRUE
"devle",11,,FALSE,TRUE,TRUE
"toplot",22,,FALSE,TRUE,TRUE
"celeres",22,,FALSE,TRUE,TRUE
"fauzen",11,,FALSE,TRUE,TRUE
"grezin",22,,FALSE,TRUE,TRUE
"segonds",22,,FALSE,TRUE,TRUE
"dipha",11,,FALSE,TRUE,TRUE
"xn--2w2b155a",,"KO ‘tsar’",FALSE,TRUE,TRUE
"px__xq",22,,FALSE,TRUE,TRUE
"saluh",22,,FALSE,TRUE,TRUE
"marmoz",22,,FALSE,TRUE,TRUE
"medeus",22,,FALSE,TRUE,TRUE
"atimise",11,,FALSE,TRUE,TRUE
"brilo",22,,FALSE,TRUE,TRUE
"isavi",22,,FALSE,TRUE,TRUE
"dokrat",22,,FALSE,TRUE,TRUE
"wondah",22,,FALSE,TRUE,TRUE
"ensmind",22,,FALSE,TRUE,TRUE
"tardan",11,,FALSE,TRUE,TRUE
"hyart",22,,FALSE,TRUE,TRUE
"theriez",33,,FALSE,TRUE,TRUE
"eversham",22,,FALSE,TRUE,TRUE
"xn--hmf",,,FALSE,TRUE,TRUE
"allfact",22,,FALSE,TRUE,TRUE
"lowage",22,,FALSE,TRUE,TRUE
"primetip",22,,FALSE,TRUE,TRUE
"siguret",22,,FALSE,TRUE,TRUE
"anypain",22,,FALSE,TRUE,TRUE
"daouia",11,,FALSE,TRUE,TRUE
"ernar",22,,FALSE,TRUE,TRUE
"blood-sausage",11,,FALSE,TRUE,TRUE
"kthrash",22,,FALSE,TRUE,TRUE
"sunsetride",33,,FALSE,TRUE,TRUE
"amwongg",11,,FALSE,TRUE,TRUE
"oronas",22,,FALSE,TRUE,TRUE
"sewah",22,,FALSE,TRUE,TRUE
"vsjpqasq6hn5bckx6ptohyhf54virvpbi4577ra6fumq4ri7mrca",,,FALSE,TRUE,TRUE
"crzghcsjz2cwpxfgluhfdp5uvhffhsgvlfj3nxywpksrc7ve5dqa",,,FALSE,TRUE,TRUE
"xn--r8j6a8h",,,FALSE,TRUE,TRUE
"xn--cekaa",,,FALSE,TRUE,TRUE
"egerritzen",11,,FALSE,TRUE,TRUE
"htjoepo376i4q546bdr652w6yik3e63767a3us2wt7hxdtet4uta",,,FALSE,TRUE,TRUE
"artpsycho",22,,FALSE,TRUE,TRUE
"mulletsfishcamp",22,,FALSE,TRUE,TRUE
"xn--koa00ik53b",,,FALSE,TRUE,TRUE
"happy21st",,,FALSE,TRUE,TRUE
"loanwhale",55,,FALSE,TRUE,TRUE
"rerolle",22,,FALSE,TRUE,TRUE
"pechenet",22,,FALSE,TRUE,TRUE
"buildsolar",22,,FALSE,TRUE,TRUE
"kompus",22,,FALSE,TRUE,TRUE
"farizon",22,,FALSE,TRUE,TRUE
"guiddir",22,,FALSE,TRUE,TRUE
"fabtec",22,,FALSE,TRUE,TRUE
"nznznz",,,FALSE,TRUE,TRUE
"shitheap",22,,FALSE,TRUE,TRUE
"euromade",22,,FALSE,TRUE,TRUE
"namewisdom",22,,FALSE,TRUE,TRUE
"xn--zz-dh3c",,,FALSE,TRUE,TRUE
"cloudokids",22,,FALSE,TRUE,TRUE
"hahaquan",11,,FALSE,TRUE,TRUE
"awesomemaxim",11,,FALSE,TRUE,TRUE
"certech",22,,FALSE,TRUE,TRUE
"statcorner",22,,FALSE,TRUE,TRUE
"justgeneric",22,,FALSE,TRUE,TRUE
"spacemanyang",22,,FALSE,TRUE,TRUE
"bboying",22,,FALSE,TRUE,TRUE
"healersathome",22,,FALSE,TRUE,TRUE
"toxinfo",22,,FALSE,TRUE,TRUE
"xn--5gqr5yss2a",222,"CH\ZH ‘ding rice",FALSE,TRUE,TRUE
"xn--ihqur60ar5y",,,FALSE,TRUE,TRUE
"crewnow",22,,FALSE,TRUE,TRUE
"deficalendar",22,,FALSE,TRUE,TRUE
"xn--fiq23l18g",,,FALSE,TRUE,TRUE
"savagekingdom",22,,FALSE,TRUE,TRUE
"mywreck",22,,FALSE,TRUE,TRUE
"allmugs",22,,FALSE,TRUE,TRUE
"xn--qrq961b",,,FALSE,TRUE,TRUE
"onebadday",22,,FALSE,TRUE,TRUE
"xn--4gqra70b",3210,"CH\ZH ‘3 2 1’",FALSE,TRUE,TRUE
"eatsshootsandleaves",22,,FALSE,TRUE,TRUE
"wafflings",22,,FALSE,TRUE,TRUE
"freeeeak",22,,FALSE,TRUE,TRUE
"nativeseed",22,,FALSE,TRUE,TRUE
"goodbasics",22,,FALSE,TRUE,TRUE
"bestdealtoday",22,,FALSE,TRUE,TRUE
"justgoodthings",22,,FALSE,TRUE,TRUE
"jobofwork",22,,FALSE,TRUE,TRUE
"craftgenius",22,,FALSE,TRUE,TRUE
"thrillbox",22,,FALSE,TRUE,TRUE
"xn--chq2c4jaa705e",,,FALSE,TRUE,TRUE
"monki",222,,FALSE,TRUE,TRUE
"carryshit",22,,FALSE,TRUE,TRUE
"findigo",22,,FALSE,TRUE,TRUE
"xn--4gq537o9vbc6b",,,FALSE,TRUE,TRUE
"xn--fiqrep10a7ue",,,FALSE,TRUE,TRUE
"slybris",22,,FALSE,TRUE,TRUE
"xn--69qa8270d",,,FALSE,TRUE,TRUE
"canihavethat",22,,FALSE,TRUE,TRUE
"ruincrypto",22,,FALSE,TRUE,TRUE
"costumemania",22,,FALSE,TRUE,TRUE
"memetales",22,,FALSE,TRUE,TRUE
"contagiousabortion",11,,FALSE,TRUE,TRUE
"thousandsuns",22,,FALSE,TRUE,TRUE
"kingdomchairs",22,,FALSE,TRUE,TRUE
"meditime",22,,FALSE,TRUE,TRUE
"futurepack",22,,FALSE,TRUE,TRUE
"xn--3bs63j2w3c",,,FALSE,TRUE,TRUE
"pacificwine",22,,FALSE,TRUE,TRUE
"xn--rsss09j",,,FALSE,TRUE,TRUE
"lookinmypc",22,,FALSE,TRUE,TRUE
"subworx",22,,FALSE,TRUE,TRUE
"brandget",22,,FALSE,TRUE,TRUE
"nftjail",22,,FALSE,TRUE,TRUE
"nftsilo",22,,FALSE,TRUE,TRUE
"prettyontheinside",22,,FALSE,TRUE,TRUE
"funnycrypto",22,,FALSE,TRUE,TRUE
"cryptospare",22,,FALSE,TRUE,TRUE
"reusedefi",22,,FALSE,TRUE,TRUE
"raisedefi",22,,FALSE,TRUE,TRUE
"dwarfnft",22,,FALSE,TRUE,TRUE
"biddingworks",22,,FALSE,TRUE,TRUE
"xn--prrz31l",,,FALSE,TRUE,TRUE
"xn--9dbr0a",,,FALSE,TRUE,TRUE
"dog-weary",22,,FALSE,TRUE,TRUE
"bligation",22,,FALSE,TRUE,TRUE
"ouratlas",22,,FALSE,TRUE,TRUE
"voidnft",22,,FALSE,TRUE,TRUE
"monkeyyoga",22,,FALSE,TRUE,TRUE
"matchwedding",22,,FALSE,TRUE,TRUE
"xn--gmq182bese",,,FALSE,TRUE,TRUE
"conefrens",22,,FALSE,TRUE,TRUE
"cryptoruin",22,,FALSE,TRUE,TRUE
"naturewellbeing",22,,FALSE,TRUE,TRUE
"silonft",22,,FALSE,TRUE,TRUE
"xn--45qqoj7c44m",,,FALSE,TRUE,TRUE
"nipplebanana",22,,FALSE,TRUE,TRUE
"xn--lcy850f",,,FALSE,TRUE,TRUE
"nongisnong",22,,FALSE,TRUE,TRUE
"xn--dvso25e",,,FALSE,TRUE,TRUE
"thegeekchic",22,,FALSE,TRUE,TRUE
"yourbestbud",22,,FALSE,TRUE,TRUE
"gelded",55,,FALSE,TRUE,TRUE
"tao-yin",33,,FALSE,TRUE,TRUE
"dwebshare",22,,FALSE,TRUE,TRUE
"xn--g77hwa02n",,,FALSE,TRUE,TRUE
"lunarphase",222,,FALSE,TRUE,TRUE
"mothballnft",22,,FALSE,TRUE,TRUE
"xn--qeiz367mmba",,,FALSE,TRUE,TRUE
"xn--g23a",,,FALSE,TRUE,TRUE
"fux4",222,,FALSE,TRUE,TRUE
"xn--yvhej",,,FALSE,TRUE,TRUE
"v101",44,,FALSE,TRUE,TRUE
"xn--u71h4a",,,FALSE,TRUE,TRUE
"yourfortune",22,,FALSE,TRUE,TRUE
"noteat",22,,FALSE,TRUE,TRUE
"xn--qn8h4ik0a",,,FALSE,TRUE,TRUE
"birdlime",22,,FALSE,TRUE,TRUE
"conductasurvey",22,,FALSE,TRUE,TRUE
"motheranddaughter",22,,FALSE,TRUE,TRUE
"dslrtripod",22,,FALSE,TRUE,TRUE
"cryptotwist",22,,FALSE,TRUE,TRUE
"xn--00w46q",333,"CH\ZH ‘white’",FALSE,TRUE,TRUE
"xn--qn8h4iq8b",,,FALSE,TRUE,TRUE
"xn--qn8h4ih0j",,,FALSE,TRUE,TRUE
"usualcrypto",22,,FALSE,TRUE,TRUE
"mooctochina",22,,FALSE,TRUE,TRUE
"xn--4gqu4ltz1b",,,FALSE,TRUE,TRUE
"healthdocs",22,,FALSE,TRUE,TRUE
