domain,price,description,for_sale,personal_store,auto_renew,tags,unicode,descript-IDNA,translate-IDNA
xn--9n8hpt,,,False,True,True,PUNY_IDNA,🕊🐒,,
eculture,333.0,,False,True,True,,,,
emilitary,333.0,,False,True,True,,,,
xn--2p8h96f,,,False,True,True,PUNY_IDNA,🦃👑,,
xn--rn8h7e,,,False,True,True,PUNY_IDNA,👑🐀,,
xn--2p8hhf,,,False,True,True,PUNY_IDNA,💥👑,,
ourspring,22.22,,False,True,True,,,,
exportsy,11.0,,False,True,True,,,,
cheaptutor,22.22,,False,True,True,,,,
guruforum,22.22,,False,True,True,,,,
toysolar,22.22,,False,True,True,,,,
xn--2p8hjl,,,False,True,True,PUNY_IDNA,🔆👑,,
xn--2p8htq,,,False,True,True,PUNY_IDNA,🕛👑,,
temptio,11.0,,False,True,True,,,,
stalkia,11.0,,False,True,True,,,,
gurupost,22.22,,False,True,True,,,,
xn--1q8hoj,,,False,True,True,PUNY_IDNA,👳🔊,,
xn--1q8hnj,,,False,True,True,PUNY_IDNA,🔊👳,,
xn--0q8hpj,,,False,True,True,PUNY_IDNA,🔊👲,,
xn--0q8hqj,,,False,True,True,PUNY_IDNA,👲🔊,,
robocosmic,22.22,,False,True,True,,,,
sablayan,22.0,"officially the Municipality of Sablayan, is a 1st class municipality in the province of Occidental Mindoro, Philippines.",False,True,True,,,,
xn--dv8h16e,,,False,True,True,PUNY_IDNA,🦘🔊,,
shopgamer,22.22,,False,True,True,,,,
xn--2p8hnb29a,,,False,True,True,PUNY_IDNA,👨🔬👑,,
xn--2p8hpby7a,,,False,True,True,PUNY_IDNA,👩🔬👑,,
hitcharide,11.0,,False,True,True,,,,
sikpur,44.0,,False,True,True,,,,
hetviswater,11.0,Dutch 'the fishing water',False,True,True,,,,
rotaitalia,22.0,Rota Italia,False,True,True,,,,
xn--dv8hj8e,,,False,True,True,PUNY_IDNA,🦯🔊,,
xn--dv8hk8e,,,False,True,True,PUNY_IDNA,🔊🦯,,
xn--mm8het,,,False,True,True,PUNY_IDNA,🏘🔊,,
xn--kg8hm6a,,,False,True,True,PUNY_IDNA,🌄🔊,,
0level,55.0,,False,True,True,,,,
hetven,11.0,HU 'seventy',False,True,True,,,,
hetvenne,11.0,HU 'seventies',False,True,True,,,,
hetvischwater,11.0,Dutch 'the fishing water',False,True,True,,,,
netclown,22.22,,False,True,True,,,,
unialfa,22.22,,False,True,True,,,,
hazardnews,22.22,,False,True,True,,,,
earthdeck,22.22,,False,True,True,,,,
jpgking,123.0,,False,True,True,,,,
cryptotaoist,333.0,,False,True,True,,,,
daory,222.0,,False,True,True,5L,,,
villagemart,66.0,,False,True,True,,,,
wikimonks,11.0,,False,True,True,,,,
cryptmonk,111.0,,False,True,True,,,,
kanggaru,555.0,Malay 'kangaroo',False,True,True,,,,
kihk,444.44,kick,False,True,True,4L,,,
apktech,111.0,,False,True,True,,,,
xn--cjzu29a3zn,,,False,True,True,"PUNY_IDNA,CJK",黑神话,Chinese/Japanese/Korean,black myth
xn--fhq102n,,,False,True,True,"PUNY_IDNA,CJK",迷上,Chinese/Japanese/Korean,obsessed with
herba-life,55.0,,False,True,True,,,,
upload69,33.0,,False,True,True,,,,
mynfteam,55.0,,False,True,True,,,,
xn--ug8h89h,,,False,True,True,PUNY_IDNA,🌎🦯,,
xn--ug8h80h,,,False,True,True,PUNY_IDNA,🌎🤟,,
xn--ug8h82h,,,False,True,True,PUNY_IDNA,🌎🤿,,
inertianft,33.0,,False,True,True,,,,
0x00club,222.0,,False,True,True,,,,
cyez,444.44,cyber-easy | sighs,False,True,True,4L,,,
cyok,444.44,cyber is good!,False,True,True,4L,,,
tekko,333.0,,False,True,True,5L,,,
cyup,444.44,cyber-up,False,True,True,4L,,,
byiv,444.44,by intravenous | In Vitro | _many_ [https://acronyms.thefreedictionary.com/IV],False,True,True,4L,,,
geekle,222.0,,False,True,True,,,,
maskdoge,555.0,,False,True,True,,,,
xn--mgbpl1fsa,,,False,True,True,"PUNY_IDNA,Arabic",سيدنا,Arabic/Urdu/Uyghur,Our master
aac1,111.0,,False,True,True,4C,,,
adu0,111.0,a Duo,False,True,True,4C,,,
afo0,111.0,a Foo was 'ere :-),False,True,True,4C,,,
adh4,111.0,"Of course, anyone ADHD will hav realised the fourth letter is 'D' lol :-) !",False,True,True,4C,,,
fruitandveg,111.0,,False,True,True,,,,
fishingonthechain,22.0,,False,True,True,,,,
timofeji,9.0,,False,True,True,,,,
surfas,888.0,,False,True,True,,,,
00no,222.0,oooohh nooo...!\n Get https://www.namebase.io/domains/onoo too!,False,True,True,4C,,,
xn--4dbagida3all0j,,,False,True,True,"PUNY_IDNA,Hebrew",ארכאולוגיה,Hebrew,Archaeology
tacoverse,777.0,,False,True,True,,,,
tacoify,777.0,,False,True,True,,,,
space1999,444.0,,False,True,True,,,,
instagranny,44.0,,False,True,True,,,,
xn--43h4080o,,,False,True,True,PUNY_IDNA,☔😍,,
xn--n3h9280o,,,False,True,True,PUNY_IDNA,😍☃,,
xn--98h2529m,,,False,True,True,PUNY_IDNA,😍⛈,,
xn--p28hx9c,,,False,True,True,PUNY_IDNA,🦇😋,,
noob21,11.0,,False,True,True,,,,
web3dot0,77.0,,False,True,True,,,,
instagranddad,44.0,,False,True,True,,,,
spued,111.0,spewed,False,True,True,5L,,,
darknet22,11.0,,False,True,True,,,,
xn--tu8hiu,,,False,True,True,PUNY_IDNA,📷😻,,
xn--cr8hth,,,False,True,True,PUNY_IDNA,📷👽,,
xn--h4hx930o,,,False,True,True,PUNY_IDNA,📷☠,,
xn--tu8h40e,,,False,True,True,PUNY_IDNA,📷🤦,,
noob22,11.0,,False,True,True,,,,
xn--3n1b4fa743m,,,False,True,True,PUNY_IDNA,도도덱스,,
xn--ug8h03h,,,False,True,True,PUNY_IDNA,🌎🥋,,
xn--ug8h71h,,,False,True,True,PUNY_IDNA,🤯🌎,,
moongoat,888.0,Gone to the Moon as Greatest Of All Time !!,False,True,True,,,,
wija,444.44,ouija [board],False,True,True,4L,,,
cyav,444.44,cyber-audiovisual | Community Youth Against Violence,False,True,True,4L,,,
mmkm,444.44,,False,True,True,4L,,,
onoo,444.44,oooohh nooo...!\n Get ttps://www.namebase.io/domains/00no too!,False,True,True,4L,,,
xn--ohm-e0c,,,False,True,True,"PUNY_IDNA,Greek",ωohm,Greek,ωohm
lifeview,777.0,,False,True,True,,,,
xn--1o8hs6a,,,False,True,True,PUNY_IDNA,🐭😶,,
xn--1o8hr6a,,,False,True,True,PUNY_IDNA,😶🐭,,
xn--1o8h04g,,,False,True,True,PUNY_IDNA,🐭🧚,,
xn--1o8hz4g,,,False,True,True,PUNY_IDNA,🧚🐭,,
xn--fr8hsc,,,False,True,True,PUNY_IDNA,💀💩,,
00zy,55.0,ooozy :-) slime!,False,True,True,4C,,,
golfprodirectory,33.33,,False,True,True,,,,
xn--mgbc6cyb,,,False,True,True,"PUNY_IDNA,Arabic",غالب,Arabic/Urdu/Uyghur,dominant
nft169,11.0,,False,True,True,,,,
xn--m9h2678m,,,False,True,True,PUNY_IDNA,⛔💩,,
xn--75gy1u,,,False,True,True,PUNY_IDNA,❤↔,,
xleg,444.44,4char 'cross-leg',False,True,True,4L,,,
xn--7o8hd,,,False,True,True,PUNY_IDNA,🐵🐳,,
dunyasi,555.0,"Azerbaijani, Javanese, Kyrgyz, Malay, Sundanese, Swahili, Tajik, Turkish, Turkmen, Uzbek .. 'world [is]'",False,True,True,,,,
australianmuscle,555.0,,False,True,True,,,,
xn--zn8h52g,,,False,True,True,PUNY_IDNA,🦘🐈,,
tlid,444.44,4char 'Top-Level ID',False,True,True,4L,,,
klib,444.44,,False,True,True,4L,,,
krif,444.44,,False,True,True,4L,,,
xn--ns8h02f,,,False,True,True,PUNY_IDNA,💫🦘,,
tyob,444.44,,False,True,True,4L,,,
dlem,444.44,4char meld[rev],False,True,True,4L,,,
wildplaces,111.0,,False,True,True,,,,
aussiemuscle,555.0,,False,True,True,,,,
hsuh,444.44,4char hush[rev],False,True,True,4L,,,
hsum,444.44,4char mush[rev] -drive the dog-team backwards | Health Sciences University of Mongolia,False,True,True,4L,,,
dlim,444.44,,False,True,True,4L,,,
solhus,555.0,Nordic\Scandanavian 'solar house',False,True,True,,,,
xn--lodaogin3b,,,False,True,True,"PUNY_IDNA,Georgian",მთავარი,Georgian,main
altcoinfans,44.0,,False,True,True,,,,
slamfun,22.0,,False,True,True,,,,
fuij,444.44,,False,True,True,4L,,,
xn--n8j9a9dug,,,False,True,True,"PUNY_IDNA,Japanese",ばんざい,Japanese,Good luck
liikunta,222.0,"Finnish noun: exercise, movement, physical education",False,True,True,,,,
ryoc,444.44,Rule\Run Your Own Country | Roll Your Own Candy\Cigarettes,False,True,True,4L,,,
xn--0t8hb,,,False,True,True,PUNY_IDNA,📜📛,,
onlyscam,55.55,,False,True,True,,,,
xn--1o8hu2f,,,False,True,True,PUNY_IDNA,🐭🤗,,
darkbet,666.0,,False,True,True,,,,
s3cr3tz,44.0,,False,True,True,,,,
xn--88j6eta,,,False,True,True,"PUNY_IDNA,Japanese",をする,Japanese,do
xn--u8j9d,,,False,True,True,"PUNY_IDNA,Japanese",かぶ,Japanese,turnip
xn--1o8ht2f,,,False,True,True,PUNY_IDNA,🤗🐭,,
darkchi,55.55,,False,True,True,,,,
nordsud,111.11,FR 'north-south',False,True,True,,,,
uhnsi,22.22,,False,True,True,5L,,,
phnsi,22.22,,False,True,True,5L,,,
mhnsi,22.22,,False,True,True,5L,,,
zhnsi,22.0,,False,True,True,5L,,,
khnsi,22.22,,False,True,True,5L,,,
galacticnode,111.11,,False,True,True,,,,
jhnsi,22.22,,False,True,True,5L,,,
vhnsi,22.22,,False,True,True,5L,,,
shif,444.44,,False,True,True,4L,,,
muskovite,33.0,,False,True,True,,,,
snrz,444.44,,False,True,True,4L,,,
snse,444.44,,False,True,True,4L,,,
shev,444.44,,False,True,True,4L,,,
smarthing,444.0,,False,True,True,,,,
hnsxai,222.22,,False,True,True,,,,
xn--gmqq18e,,,False,True,True,"PUNY_IDNA,CJK",游人,Chinese/Japanese/Korean,tourist
trustate,222.22,,False,True,True,,,,
xn--5suv74k,,,False,True,True,"PUNY_IDNA,CJK",拉麵,Chinese/Japanese/Korean,拉麵
secretspot,888.0,,False,True,True,,,,
orgm,444.44,orgasm,False,True,True,4L,,,
kkno,444.44,,False,True,True,4L,,,
mfir,444.44,,False,True,True,4L,,,
mnab,444.44,,False,True,True,4L,,,
ijtv,444.44,ijit tv [idiot tevevision],False,True,True,4L,,,
xn--3k8h1a,,,False,True,True,PUNY_IDNA,🎱🎣,,
xrpaustralia,22.0,,False,True,True,,,,
ephemerama,77.0,,False,True,True,,,,
espan,222.0,[short Español] |Enhanced Switched Port Analyzer (Cisco) | Electronic and Small Press Authors' Network (Romance Writers of America),False,True,True,5L,,,
xn--nm8h1t,,,False,True,True,PUNY_IDNA,🔗🏙,,
asianeye,55.0,,False,True,True,,,,
ebbk,444.44,big\fat ebook [or .. tide goes out a kay lol],False,True,True,4L,,,
orgq,444.44,orgy queue,False,True,True,4L,,,
xn--94qv64c,,,False,True,True,"PUNY_IDNA,CJK",未免,Chinese/Japanese/Korean,Unavoidable
mylookout,11.0,,False,True,True,,,,
kvhz,444.44,4char electrical notation [KiloVolt Hertz],False,True,True,4L,,,
yphu,44.0,,False,True,True,4L,,,
sayy,444.44,,False,True,True,4L,,,
cilk,1234.56,,False,True,True,4L,,,
mmft,444.44,,False,True,True,4L,,,
moaj,444.44,,False,True,True,4L,,,
mbkf,444.44,,False,True,True,4L,,,
mrnu,444.44,,False,True,True,4L,,,
mxes,444.44,,False,True,True,4L,,,
mxfb,444.44,,False,True,True,4L,,,
mjob,444.44,,False,True,True,4L,,,
mjoe,444.44,,False,True,True,4L,,,
mjox,444.44,,False,True,True,4L,,,
mwho,444.44,,False,True,True,4L,,,
mdue,444.44,,False,True,True,4L,,,
mdud,444.44,,False,True,True,4L,,,
mgwu,444.44,,False,True,True,4L,,,
ynmi,44.0,,False,True,True,4L,,,
mnap,444.44,,False,True,True,4L,,,
icav,444.44,,False,True,True,4L,,,
melbourneit,222.0,,False,True,True,,,,
xn--ltr54y,,,False,True,True,"PUNY_IDNA,CJK",性命,Chinese/Japanese/Korean,life
xn--idk9b,,,False,True,True,"PUNY_IDNA,Japanese",ニュ,Japanese,New
isurgir,55.0,PT 'arise',False,True,True,,,,
meditateandbreathe,22.22,,False,True,True,,,,
buggerie,22.22,,False,True,True,,,,
zillionnaire,55.0,,False,True,True,,,,
aievolves,55.55,,False,True,True,,,,
tsmy,444.44,,False,True,True,4L,,,
tsmr,444.44,,False,True,True,4L,,,
pesk,444.44,,False,True,True,4L,,,
tvea,444.44,,False,True,True,4L,,,
trrz,444.44,,False,True,True,4L,,,
peuu,444.44,,False,True,True,4L,,,
tvew,444.44,,False,True,True,4L,,,
nftsgirl,33.0,,False,True,True,,,,
sh1ts,44.0,,False,True,True,5C,,,
tdld,444.44,,False,True,True,4L,,,
xn--nft-eza,,,False,True,True,"PUNY_IDNA,European",nftś,European (Latin Extended),nftś
tsmo,444.0,,False,True,True,4L,,,
rrbt,444.44,,False,True,True,4L,,,
tvem,444.44,,False,True,True,4L,,,
jond,444.44,,False,True,True,4L,,,
zvuu,44.0,,False,True,True,4L,,,
zxif,44.0,,False,True,True,4L,,,
ate88,888.0,,False,True,True,5C,,,
xn--look,,,False,True,True,PUNY_IDNA,䕳䕸,,
xbbq,555.55,,False,True,True,4L,,,
xyji,44.0,,False,True,True,4L,,,
xehn,444.44,,False,True,True,4L,,,
hucx,1234.0,,False,True,True,4L,,,
nvyr,444.44,,False,True,True,4L,,,
qsks,444.44,q asks .. asks questions,False,True,True,4L,,,
wayy,444.44,,False,True,True,4L,,,
xdag,444.44,,False,True,True,4L,,,
hamuk,99.0,phonetic 'hammock',False,True,True,5L,,,
oyic,444.44,,False,True,True,4L,,,
fomomofos,111.0,,False,True,True,,,,
catspaws,555.0,,False,True,True,,,,
xn--ss8hpz,,,False,True,True,PUNY_IDNA,🙈💰,,
smallwhale,333.0,,False,True,True,,,,
qsld,444.44,qld sld,False,True,True,4L,,,
lookatmynft,25.0,,False,True,True,,,,
eurue,44.0,List the things that the EU rue!,False,True,True,5L,,,
froots,333.0,[fruits],False,True,True,,,,
wikisage,22.0,,False,True,True,,,,
ubjw,444.44,You BE JW,False,True,True,4L,,,
photofacts,222.0,,False,True,True,,,,
globallynomadic,22.0,,False,True,True,,,,
ehehe,44.0,,False,True,True,5L,,,
myaym,55.0,my aim,False,True,True,5L,,,
weof,444.44,,False,True,True,4L,,,
xn--le5bt3b,,,False,True,True,PUNY_IDNA,이안,,
nzhs,444.44,,False,True,True,4L,,,
photodojo,444.0,,False,True,True,,,,
nvem,444.44,envy 'em,False,True,True,4L,,,
pedrose,69.0,,False,True,True,,,,
kiitana,69.0,,False,True,True,,,,
yoiu,44.0,,False,True,True,4L,,,
romanroad,77.0,,False,True,True,,,,
ziesar,22.0,,False,True,True,,,,
hongki,44.0,phonetic 'honky',False,True,True,,,,
ruzhdi,44.0,Albanian 'Rushdie' [https://en.wikipedia.org/wiki/Salman_Rushdie],False,True,True,,,,
gauni,44.0,Swahili 'gown',False,True,True,5L,,,
chainrek,22.0,,False,True,True,,,,
usdsos,22.0,US Dollar (USD) \ Somali Shilling (SOS) [Notation],False,True,True,,,,
pivt,444.44,,False,True,True,4L,,,
xn--85bhk3j,,,False,True,True,PUNY_IDNA,বন্য,,
xn--r5b8b8bj,,,False,True,True,PUNY_IDNA,গাভী,,
mufin,77.0,phonetic 'muffin',False,True,True,5L,,,
elmac,22.0,,False,True,True,5L,,,
greycos,22.0,,False,True,True,,,,
imrah,22.0,,False,True,True,5L,,,
festivalist,22.0,,False,True,True,,,,
utkur,11.0,,False,True,True,5L,,,
tincanblues,22.0,,False,True,True,,,,
herblot,22.0,,False,True,True,,,,
labyrinthos,22.0,,False,True,True,,,,
toskas,22.0,,False,True,True,,,,
serbis,22.0,,False,True,True,,,,
gohare,22.0,,False,True,True,,,,
reedah,22.0,,False,True,True,,,,
prayas,22.0,,False,True,True,,,,
majiko,22.0,,False,True,True,,,,
trigolo,22.0,,False,True,True,,,,
pritty,22.0,,False,True,True,,,,
funodd,22.0,,False,True,True,,,,
devle,11.0,,False,True,True,5L,,,
toplot,22.0,,False,True,True,,,,
celeres,22.0,,False,True,True,,,,
fauzen,11.0,,False,True,True,,,,
grezin,22.0,,False,True,True,,,,
segonds,22.0,,False,True,True,,,,
dipha,11.0,,False,True,True,5L,,,
xn--2w2b155a,,KO ‘tsar’,False,True,True,PUNY_IDNA,차르,,
px__xq,22.0,,False,True,True,,,,
saluh,22.0,,False,True,True,5L,,,
marmoz,22.0,,False,True,True,,,,
medeus,22.0,,False,True,True,,,,
atimise,11.0,,False,True,True,,,,
brilo,22.0,,False,True,True,5L,,,
isavi,22.0,,False,True,True,5L,,,
dokrat,22.0,,False,True,True,,,,
wondah,22.0,,False,True,True,,,,
ensmind,22.0,,False,True,True,,,,
tardan,11.0,,False,True,True,,,,
hyart,22.0,,False,True,True,5L,,,
theriez,33.0,,False,True,True,,,,
eversham,22.0,,False,True,True,,,,
xn--hmf,,,False,True,True,PUNY_IDNA,ᨘ,,
allfact,22.0,,False,True,True,,,,
lowage,22.0,,False,True,True,,,,
primetip,22.0,,False,True,True,,,,
siguret,22.0,,False,True,True,,,,
anypain,22.0,,False,True,True,,,,
daouia,11.0,,False,True,True,,,,
ernar,22.0,,False,True,True,5L,,,
blood-sausage,11.0,,False,True,True,,,,
kthrash,22.0,,False,True,True,,,,
sunsetride,33.0,,False,True,True,,,,
amwongg,11.0,,False,True,True,,,,
oronas,22.0,,False,True,True,,,,
sewah,22.0,,False,True,True,5L,,,
vsjpqasq6hn5bckx6ptohyhf54virvpbi4577ra6fumq4ri7mrca,,,False,True,True,,,,
crzghcsjz2cwpxfgluhfdp5uvhffhsgvlfj3nxywpksrc7ve5dqa,,,False,True,True,,,,
xn--r8j6a8h,,,False,True,True,"PUNY_IDNA,Japanese",えもじ,Japanese,Emoji
xn--cekaa,,,False,True,True,"PUNY_IDNA,Japanese",ヨヨヨ,Japanese,Yoyoyo
egerritzen,11.0,,False,True,True,,,,
htjoepo376i4q546bdr652w6yik3e63767a3us2wt7hxdtet4uta,,,False,True,True,,,,
artpsycho,22.0,,False,True,True,,,,
mulletsfishcamp,22.0,,False,True,True,,,,
xn--koa00ik53b,,,False,True,True,"PUNY_IDNA,Cyrillic",ɴғᴛ,Cyrillic (Russian/Ukrainian),ɴғᴛ
happy21st,,,False,True,True,,,,
loanwhale,55.0,,False,True,True,,,,
rerolle,22.0,,False,True,True,,,,
pechenet,22.0,,False,True,True,,,,
buildsolar,22.0,,False,True,True,,,,
kompus,22.0,,False,True,True,,,,
farizon,22.0,,False,True,True,,,,
guiddir,22.0,,False,True,True,,,,
fabtec,22.0,,False,True,True,,,,
nznznz,,,False,True,True,,,,
shitheap,22.0,,False,True,True,,,,
euromade,22.0,,False,True,True,,,,
namewisdom,22.0,,False,True,True,,,,
xn--zz-dh3c,,,False,True,True,"PUNY_IDNA,CJK",任zz,Chinese/Japanese/Korean,Ren zz
cloudokids,22.0,,False,True,True,,,,
hahaquan,11.0,,False,True,True,,,,
awesomemaxim,11.0,,False,True,True,,,,
certech,22.0,,False,True,True,,,,
statcorner,22.0,,False,True,True,,,,
justgeneric,22.0,,False,True,True,,,,
spacemanyang,22.0,,False,True,True,,,,
bboying,22.0,,False,True,True,,,,
healersathome,22.0,,False,True,True,,,,
toxinfo,22.0,,False,True,True,,,,
xn--5gqr5yss2a,222.0,CH\ZH ‘ding rice,False,True,True,"PUNY_IDNA,CJK",丁大米,Chinese/Japanese/Korean,Ding rice
xn--ihqur60ar5y,,,False,True,True,"PUNY_IDNA,CJK",今天不信,Chinese/Japanese/Korean,I don’t believe it today
crewnow,22.0,,False,True,True,,,,
deficalendar,22.0,,False,True,True,,,,
xn--fiq23l18g,,,False,True,True,"PUNY_IDNA,CJK",安可中,Chinese/Japanese/Korean,Anka middle school
savagekingdom,22.0,,False,True,True,,,,
mywreck,22.0,,False,True,True,,,,
allmugs,22.0,,False,True,True,,,,
xn--qrq961b,,,False,True,True,"PUNY_IDNA,CJK",怂佳,Chinese/Japanese/Korean,Cowardly
onebadday,22.0,,False,True,True,,,,
xn--4gqra70b,3210.0,CH\ZH ‘3 2 1’,False,True,True,"PUNY_IDNA,CJK",三二一,Chinese/Japanese/Korean,three two one
eatsshootsandleaves,22.0,,False,True,True,,,,
wafflings,22.0,,False,True,True,,,,
freeeeak,22.0,,False,True,True,,,,
nativeseed,22.0,,False,True,True,,,,
goodbasics,22.0,,False,True,True,,,,
bestdealtoday,22.0,,False,True,True,,,,
justgoodthings,22.0,,False,True,True,,,,
jobofwork,22.0,,False,True,True,,,,
craftgenius,22.0,,False,True,True,,,,
thrillbox,22.0,,False,True,True,,,,
xn--chq2c4jaa705e,,,False,True,True,"PUNY_IDNA,CJK",十万个买买买,Chinese/Japanese/Korean,One hundred thousand buy buy buy
monki,222.0,,False,True,True,5L,,,
carryshit,22.0,,False,True,True,,,,
findigo,22.0,,False,True,True,,,,
xn--4gq537o9vbc6b,,,False,True,True,"PUNY_IDNA,CJK",驼一阵风,Chinese/Japanese/Korean,Camel gust of wind
xn--fiqrep10a7ue,,,False,True,True,"PUNY_IDNA,CJK",学习中国,Chinese/Japanese/Korean,Learn from China
slybris,22.0,,False,True,True,,,,
xn--69qa8270d,,,False,True,True,"PUNY_IDNA,CJK",龙凹凹,Chinese/Japanese/Korean,Long Ao Ao
canihavethat,22.0,,False,True,True,,,,
ruincrypto,22.0,,False,True,True,,,,
costumemania,22.0,,False,True,True,,,,
memetales,22.0,,False,True,True,,,,
contagiousabortion,11.0,,False,True,True,,,,
thousandsuns,22.0,,False,True,True,,,,
kingdomchairs,22.0,,False,True,True,,,,
meditime,22.0,,False,True,True,,,,
futurepack,22.0,,False,True,True,,,,
xn--3bs63j2w3c,,,False,True,True,"PUNY_IDNA,CJK",团小课,Chinese/Japanese/Korean,Group class
pacificwine,22.0,,False,True,True,,,,
xn--rsss09j,,,False,True,True,"PUNY_IDNA,CJK",天逆,Chinese/Japanese/Korean,Heaven's Rebellion
lookinmypc,22.0,,False,True,True,,,,
subworx,22.0,,False,True,True,,,,
brandget,22.0,,False,True,True,,,,
nftjail,22.0,,False,True,True,,,,
nftsilo,22.0,,False,True,True,,,,
prettyontheinside,22.0,,False,True,True,,,,
funnycrypto,22.0,,False,True,True,,,,
cryptospare,22.0,,False,True,True,,,,
reusedefi,22.0,,False,True,True,,,,
raisedefi,22.0,,False,True,True,,,,
dwarfnft,22.0,,False,True,True,,,,
biddingworks,22.0,,False,True,True,,,,
xn--prrz31l,,,False,True,True,"PUNY_IDNA,CJK",遥吻,Chinese/Japanese/Korean,distant kiss
xn--9dbr0a,,,False,True,True,"PUNY_IDNA,Hebrew",קמו,Hebrew,get up
dog-weary,22.0,,False,True,True,,,,
bligation,22.0,,False,True,True,,,,
ouratlas,22.0,,False,True,True,,,,
voidnft,22.0,,False,True,True,,,,
monkeyyoga,22.0,,False,True,True,,,,
matchwedding,22.0,,False,True,True,,,,
xn--gmq182bese,,,False,True,True,"PUNY_IDNA,CJK",无心人,Chinese/Japanese/Korean,careless person
conefrens,22.0,,False,True,True,,,,
cryptoruin,22.0,,False,True,True,,,,
naturewellbeing,22.0,,False,True,True,,,,
silonft,22.0,,False,True,True,,,,
xn--45qqoj7c44m,,,False,True,True,"PUNY_IDNA,CJK",八分君子,Chinese/Japanese/Korean,Eight-point gentleman
nipplebanana,22.0,,False,True,True,,,,
xn--lcy850f,,,False,True,True,"PUNY_IDNA,CJK",玩风,Chinese/Japanese/Korean,Play with the wind
nongisnong,22.0,,False,True,True,,,,
xn--dvso25e,,,False,True,True,"PUNY_IDNA,CJK",妄祁,Chinese/Japanese/Korean,Wanqi
thegeekchic,22.0,,False,True,True,,,,
yourbestbud,22.0,,False,True,True,,,,
gelded,55.0,,False,True,True,,,,
tao-yin,33.0,,False,True,True,,,,
dwebshare,22.0,,False,True,True,,,,
xn--g77hwa02n,,,False,True,True,PUNY_IDNA,🐋🇨🇳,,
lunarphase,222.0,,False,True,True,,,,
mothballnft,22.0,,False,True,True,,,,
xn--qeiz367mmba,,,False,True,True,PUNY_IDNA,❤🇸🇨,,
xn--g23a,,,False,True,True,"PUNY_IDNA,CJK",輟,Chinese/Japanese/Korean,turret
fux4,222.0,,False,True,True,4C,,,
xn--yvhej,,,False,True,True,PUNY_IDNA,⓶⓸⓻,,
v101,44.0,,False,True,True,4C,,,
xn--u71h4a,,,False,True,True,PUNY_ALT,𝕀𝕏,,
yourfortune,22.0,,False,True,True,,,,
noteat,22.0,,False,True,True,,,,
xn--qn8h4ik0a,,,False,True,True,PUNY_IDNA,🖖🏿💎,,
birdlime,22.0,,False,True,True,,,,
conductasurvey,22.0,,False,True,True,,,,
motheranddaughter,22.0,,False,True,True,,,,
dslrtripod,22.0,,False,True,True,,,,
cryptotwist,22.0,,False,True,True,,,,
xn--00w46q,333.0,CH\ZH ‘white’,False,True,True,"PUNY_IDNA,CJK",浮白,Chinese/Japanese/Korean,white
xn--qn8h4iq8b,,,False,True,True,PUNY_IDNA,🙌🏿💎,,
xn--qn8h4ih0j,,,False,True,True,PUNY_IDNA,🤙🏿💎,,
usualcrypto,22.0,,False,True,True,,,,
mooctochina,22.0,,False,True,True,,,,
xn--4gqu4ltz1b,,,False,True,True,"PUNY_IDNA,CJK",一程又,Chinese/Japanese/Korean,another journey
healthdocs,22.0,,False,True,True,,,,
xn--qei4438muga,,,False,True,True,PUNY_IDNA,❤👌🏿,,
xn--g02a,,,False,True,True,"PUNY_IDNA,CJK",訐,Chinese/Japanese/Korean,訐
pricedefi,22.0,,False,True,True,,,,
xn--4qsveow,,,False,True,True,"PUNY_IDNA,CJK",姜大声,Chinese/Japanese/Korean,Jiang DaDaSheng
xn--uxqy9saa,,,False,True,True,"PUNY_IDNA,CJK",大大大偉,Chinese/Japanese/Korean,大大大偉
no-mad,22.0,,False,True,True,,,,
xn--x8t30ksr4c,,,False,True,True,"PUNY_IDNA,CJK",风无怨,Chinese/Japanese/Korean,Feng Wuyuan
xn--p5t330d,,,False,True,True,"PUNY_IDNA,CJK",德稻,Chinese/Japanese/Korean,DeTao
grooveon,22.0,,False,True,True,,,,
xn--fiq92vjza28m9wtsyo,,,False,True,True,"PUNY_IDNA,CJK",天堂中的平民,Chinese/Japanese/Korean,civilians in heaven
xn--tfr361du9f,,,False,True,True,"PUNY_IDNA,CJK",沈力男,Chinese/Japanese/Korean,Shen Liman
goldsilverstandard,22.0,,False,True,True,,,,
sunseason,22.0,,False,True,True,,,,
blowagasket,22.0,,False,True,True,,,,
teaorange,,,False,True,True,,,,
mapactive,22.0,,False,True,True,,,,
webmeal,22.0,,False,True,True,,,,
earthgleam,22.0,,False,True,True,,,,
surftips,55.0,,False,True,True,,,,
wyciwyg,22.0,,False,True,True,,,,
catboat,22.0,,False,True,True,,,,
stonerpal,22.0,,False,True,True,,,,
catpros,22.0,,False,True,True,,,,
hisnibs,22.0,,False,True,True,,,,
catmood,22.0,,False,True,True,,,,
catkat,22.0,,False,True,True,,,,
catluck,22.0,,False,True,True,,,,
solardeity,33.0,,False,True,True,,,,
twobob,22.0,,False,True,True,,,,
poshcats,22.0,,False,True,True,,,,
pimpmylife,22.0,,False,True,True,,,,
icerescue,22.0,,False,True,True,,,,
2070ad,22.0,,False,True,True,,,,
2060ad,22.0,,False,True,True,,,,
2040ad,22.0,,False,True,True,,,,
2080ad,22.0,,False,True,True,,,,
guypics,55.0,,False,True,True,,,,
